,DBA,CUISINE DESCRIPTION,BORO,BUILDING,STREET,ZIPCODE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA
50017755,CALEDONIA,Irish,Manhattan,1609,2ND AVE,10028.0,40.776240340314004,-73.952946606974,108.0,5.0,13800.0,1048707.0,1015290024.0,MN32
50017756,FRISSON ESPRESSO,Café/Coffee/Tea,Manhattan,326,W 47TH ST,10036.0,40.760793677938,-73.988430708295,104.0,3.0,12700.0,1025063.0,1010370048.0,MN15
50017757,DUNKIN',Donuts,Queens,2517,PARSONS BLVD,11354.0,40.776151359794,-73.824405614874,407.0,20.0,104700.0,4108020.0,4047790009.0,QN51
50017760,PETER PAN DONUT & PASTRY SHOP,Bakery,Brooklyn,727,MANHATTAN AVE,11222.0,40.726139892175,-73.95215591341,301.0,33.0,56100.0,3065590.0,3026190019.0,BK76
50017772,RESERVIOR,American,Manhattan,70,UNIVERSITY PL,10003.0,40.73308022042,-73.99351957170201,102.0,2.0,6100.0,1009263.0,1005680020.0,MN23
50017773,OITA SUSHI,Japanese,Manhattan,1317A,2ND AVE,10021.0,40.76708363306,-73.959624577239,108.0,4.0,12600.0,1072223.0,1014247501.0,MN31
50017774,KENNEDY FRIED CHICKEN,American,Queens,17951,HILLSIDE AVE,11432.0,40.712805679023,-73.783170111335,408.0,24.0,46600.0,4212921.0,4099370042.0,QN06
50017776,RED AND BLACK CAFE,Other,Queens,2123,21ST AVE,11105.0,40.781926920101,-73.914081910257,401.0,22.0,10500.0,4447577.0,4008820008.0,QN72
50017778,JUICES FOR LIFE,"Juice, Smoothies, Fruit Salads",Bronx,3463,E TREMONT AVE,10465.0,40.8319703535,-73.827343786955,210.0,13.0,16400.0,2121768.0,2054190057.0,BX52
50017782,XI'AN FAMOUS FOODS,Chinese,Brooklyn,648,MANHATTAN AVE,11222.0,40.724423990664,-73.951154185424,301.0,33.0,56900.0,3066107.0,3026470041.0,BK76
50017802,HEALTHY HENRY'S,Soul Food,Queens,9040,160TH ST,11432.0,40.704925654032,-73.799905852626,412.0,24.0,44601.0,4441658.0,4097560054.0,QN61
50017810,T.G.I. FRIDAY'S,American,Manhattan,211,W 34TH ST,10001.0,40.751203728038,-73.991121265325,105.0,3.0,10900.0,1014406.0,1007840034.0,MN17
50017814,MAX'S DELI & COFFEE SHOP,Delicatessen,Brooklyn,2623,ATLANTIC AVE,11207.0,40.675693588245004,-73.897523885758,305.0,37.0,119800.0,3083283.0,3036690039.0,BK82
50017819,MALAI MARKE,Indian,Manhattan,318,E 6TH ST,10003.0,40.727107153736,-73.987880957625,103.0,2.0,3800.0,1006232.0,1004470015.0,MN22
50017820,MARIO'S,American,Staten Island,1657,RICHMOND RD,10304.0,40.589772004614,-74.101187997702,502.0,50.0,18100.0,5022897.0,5008830027.0,SI24
50017822,DON LEO'S PLACE,Spanish,Bronx,648,SOUNDVIEW AVE,10473.0,40.818179129154004,-73.862768000815,209.0,18.0,2000.0,2021835.0,2035580011.0,BX09
50017823,THE HALAL GUYS,Middle Eastern,Manhattan,720,AMSTERDAM AVE,10025.0,40.793477823804004,-73.970793455791,107.0,6.0,18300.0,1033697.0,1012430029.0,MN12
50017824,EL KALLEJON BOTANAS,Mexican,Manhattan,209,E 117TH ST,10035.0,40.798430613978,-73.939050664599,111.0,8.0,18800.0,1052613.0,1016670006.0,MN34
50017825,NEW JW GOLDEN BAKERY,Bakery,Brooklyn,6017,4TH AVE,11220.0,40.640673343372995,-74.018578306354,307.0,38.0,12200.0,3143410.0,3057820003.0,BK32
50017826,BRIGADEIRO BAKERY,Bakery,Manhattan,156,SULLIVAN ST,10012.0,40.727297170285,-74.001695732719,102.0,3.0,4900.0,1008070.0,1005180030.0,MN24
50017827,TACO BELL,American,Brooklyn,8625,4TH AVE,11209.0,40.622061640285004,-74.028641343475,310.0,43.0,16000.0,3153517.0,3060450001.0,BK31
50017836,I-FORTUNE COOKIE,Chinese,Queens,4469,21ST ST,11101.0,40.747766578522,-73.947455768005,402.0,26.0,700.0,4000665.0,4000780054.0,QN31
50017838,THE LETLOVE INN,American,Queens,2720,23RD AVE,11105.0,40.775878195215995,-73.915042939319,401.0,22.0,9700.0,4018084.0,4008530144.0,QN72
50017839,TIJUANA PICNIC,Mexican,Manhattan,151,ESSEX ST,10002.0,40.720621189869,-73.987146195422,103.0,1.0,3001.0,1079703.0,1004110058.0,MN27
50017845,BUTTER & SCOTCH,Bakery,Brooklyn,818,FRANKLIN AVE,11225.0,40.669932081125005,-73.95824528849201,309.0,35.0,21300.0,3029675.0,3011850046.0,BK63
50017850,CHI DUMPLINGS & NOODLES,Chinese/Japanese,Manhattan,1,W 58TH ST,10019.0,40.764085135107,-73.974488536197,105.0,4.0,11201.0,1035253.0,1012747504.0,MN17
50017852,CHOTE NAWAB,Indian,Manhattan,115,LEXINGTON AVE,10016.0,40.742540271591004,-73.982515506331,106.0,2.0,6800.0,1018193.0,1008830066.0,MN21
50017853,DHABA INDIAN CUISINE,Indian,Manhattan,108,LEXINGTON AVE,10016.0,40.742309741067,-73.98271044000201,105.0,2.0,6800.0,1018171.0,1008830024.0,MN21
50017865,XING LONG CHINESE RESTUARANT,Chinese,Bronx,553,E 169TH ST,10456.0,40.832433345754,-73.904093308006,203.0,16.0,14701.0,2009622.0,2029250090.0,BX01
50017869,CROWN FRIED CHICKEN,Chicken,Brooklyn,2176,PITKIN AVE,11207.0,40.672425136543005,-73.892171949365,305.0,37.0,115200.0,3328021.0,3037410025.0,BK82
50017874,ALMAZ RESTAURANT,Russian,Brooklyn,238,KINGS HWY,11223.0,40.605342559227,-73.981896134198,311.0,47.0,42600.0,3176667.0,3066480014.0,BK29
50017889,JUJUBE TREE,Vegetarian,Queens,3502,30TH AVE,11103.0,40.765318565914,-73.918063600461,401.0,22.0,6300.0,4009927.0,4006500042.0,QN70
50017891,PAPA JOHN'S,Pizza,Brooklyn,3528,NOSTRAND AVE,11229.0,40.597860430923,-73.941405811306,315.0,48.0,59402.0,3256879.0,3073860112.0,BK17
50017896,SANGRIA,Spanish,Queens,2902,FRANCIS LEWIS BLVD,11358.0,40.770436979358,-73.793224165456,407.0,19.0,114100.0,4111700.0,4049340006.0,QN51
50017902,CARIBBEAN DELIGHTS,Caribbean,Queens,21521,JAMAICA AVE,11428.0,40.717253247053,-73.740086722628,413.0,23.0,54200.0,4226292.0,4106070040.0,QN34
50017903,JACK'S WIFE FREDA,Mediterranean,Manhattan,50,CARMINE ST,10014.0,40.729970529906,-74.003543141686,102.0,3.0,6700.0,1008357.0,1005270057.0,MN23
50017906,HEE KOREAN BBQ GRILL,Korean,Manhattan,793,6TH AVE,10001.0,40.745324443491995,-73.991046264519,105.0,3.0,9500.0,1015046.0,1008020045.0,MN17
50017910,LING LING YOUNG,Chinese,Brooklyn,508,HENRY ST,11231.0,40.683863934522,-73.999545696551,306.0,39.0,6300.0,3004296.0,3003370020.0,BK33
50017919,SMITH'S HELL'S KITCHEN BAR & RESTAURANT,American,Manhattan,701,8TH AVE,10036.0,40.758625353805996,-73.988784831621,104.0,3.0,12100.0,1024991.0,1010350029.0,MN15
50017920,OUTBACK STEAKHOUSE,American,Brooklyn,355,GATEWAY DR,11239.0,40.649602735559,-73.871332582552,305.0,42.0,107000.0,3348837.0,3044520560.0,BK82
50017921,SUBWAY,Sandwiches,Queens,9212,JAMAICA AVE,11421.0,40.693321546707004,-73.853033473921,409.0,32.0,1800.0,4184261.0,4089330073.0,QN53
50017922,SANTINA,Armenian,Manhattan,820,WASHINGTON ST,10014.0,40.739579723194,-74.008036373653,102.0,3.0,7900.0,1089240.0,1006440010.0,MN23
50017930,ACTS III BAGELS,Bagels/Pretzels,Manhattan,236,W 135TH ST,10030.0,40.815772109267,-73.944847648704,110.0,9.0,22800.0,1058850.0,1019400045.0,MN03
50017936,LUNATICO,American,Brooklyn,486,HALSEY ST,11233.0,40.683557024924,-73.934508488076,303.0,36.0,29500.0,3046414.0,3016650014.0,BK35
50017938,LILIA,Italian,Brooklyn,567,UNION AVE,11211.0,40.717480166571,-73.95219462035999,301.0,33.0,51900.0,3061640.0,3023000020.0,BK73
50017941,CHEZ ALEX,Café/Coffee/Tea,Brooklyn,72,RALPH AVE,11221.0,40.687538463614004,-73.923647548172,303.0,41.0,38500.0,3045337.0,3016480043.0,BK35
50017944,TRE OTTO,Italian,Manhattan,1410,MADISON AVE,10029.0,40.788306451913,-73.95337862044,111.0,4.0,16002.0,1051476.0,1016030058.0,MN33
50017962,CHARRUA,Spanish,Manhattan,131,ESSEX ST,10002.0,40.720000907561,-73.987463779515,103.0,1.0,3001.0,1005379.0,1004110068.0,MN27
50017967,PROSPERITY NOODLE,Chinese,Brooklyn,947,4TH AVE,11232.0,40.654085754239,-74.004634702015,307.0,38.0,8400.0,3010332.0,3006970007.0,BK32
50017969,LIOLA,Italian,Queens,1501,149TH ST,11357.0,40.787059871753,-73.816175697734,407.0,19.0,103900.0,4105629.0,4046620001.0,QN49
50017970,SPICE,Thai,Manhattan,975,AMSTERDAM AVE,10025.0,40.801537497557,-73.964887927831,107.0,7.0,19300.0,1055992.0,1018620061.0,MN09
50017976,TROPICAL TWIST BAKERY & RESTAURANT,Caribbean,Brooklyn,1081,FLATBUSH AVE,11226.0,40.644251806857,-73.957922697914,314.0,40.0,79200.0,3118905.0,3051650084.0,BK95
50017978,HOLIDAY COCKTAIL LOUNGE,American,Manhattan,75,SAINT MARKS PL,10003.0,40.727867231945,-73.985936121429,103.0,2.0,3800.0,1006385.0,1004500037.0,MN22
50017981,PHO THANH HOAI 1,Vietnamese/Cambodian/Malaysia,Manhattan,73,MULBERRY ST,10013.0,40.716211064991995,-73.99914866787,103.0,1.0,2900.0,1002379.0,1001990026.0,MN27
50017982,HAPPY GARDEN,Chinese,Bronx,208,E 165TH ST,10456.0,40.830188372231,-73.91861216512,204.0,16.0,18302.0,2002723.0,2024550059.0,BX14
50017983,LIVINGSTON MANOR,American,Brooklyn,42,HOYT ST,11201.0,40.689297730008,-73.98597313494001,302.0,33.0,3700.0,3000490.0,3001640038.0,BK38
50017985,BREAD AND SPREAD,American,Brooklyn,147,FRONT ST,11201.0,40.702448090622,-73.987312009551,302.0,33.0,2100.0,3000090.0,3000400001.0,BK38
50017990,DENNY'S,American,Brooklyn,805,PENNSYLVANIA AVE,11207.0,40.657892301106,-73.89009789957301,305.0,42.0,110400.0,3097669.0,3043470015.0,BK82
50017993,CARVEL ICE CREAM,"Ice Cream, Gelato, Yogurt, Ices",Staten Island,280,MARSH AVE,10314.0,40.577141721981,-74.164064560974,502.0,51.0,27702.0,5039659.0,5024000300.0,SI24
50018004,BUS STOP DINER,American,Manhattan,3341,BROADWAY,10031.0,40.820195576669,-73.955010946603,109.0,7.0,22301.0,1059958.0,1020020033.0,MN06
50018008,PHO SAIGON,Vietnamese/Cambodian/Malaysia,Manhattan,987,1ST AVE,10022.0,40.756523330784,-73.964229545987,106.0,5.0,10800.0,1085120.0,1013470023.0,MN19
50018010,PANDORA,American,Bronx,2501,3RD AVE,10451.0,40.810202180314995,-73.928401164709,201.0,8.0,5100.0,2000795.0,2023200047.0,BX39
50018021,POLLO CAMPERO,Spanish,Queens,14612,JAMAICA AVE,11435.0,40.701786873058,-73.808675656459,412.0,24.0,21200.0,4213894.0,4099870011.0,QN61
50018022,NUTRICION FAMILIAR (HERBALIFE),"Juice, Smoothies, Fruit Salads",Queens,8911,37TH AVE,11372.0,40.75045534326,-73.877601125394,403.0,25.0,27700.0,4035953.0,4014630035.0,QN28
50018025,SUBWAY,Sandwiches,Manhattan,29,E 8TH ST,10003.0,40.731521250166004,-73.994605783536,102.0,2.0,5900.0,1009090.0,1005607501.0,MN23
50018027,AT THE WALLACE,American,Manhattan,3612,BROADWAY,10031.0,40.828723613901,-73.948757479918,109.0,7.0,23300.0,1062060.0,1020800059.0,MN04
50018035,STARBUCKS,American,Queens,3805,MAIN ST,11354.0,40.760696805933,-73.830684189066,407.0,20.0,87100.0,4112485.0,4049780107.0,QN22
50018036,BUSHWICK PUBLIC HOUSE,Café/Coffee/Tea,Brooklyn,201,CENTRAL AVE,11221.0,40.697832066758,-73.924706797917,304.0,37.0,42100.0,3073788.0,3032440004.0,BK78
50018043,MALLENCHE MEXICAN GRILL,Tex-Mex,Brooklyn,1621,CHURCH AVE,11226.0,40.648826881367,-73.964637065724,314.0,40.0,50600.0,3116477.0,3050770032.0,BK42
50018049,COMBITE CREOLE,Creole,Brooklyn,1728,NOSTRAND AVE,11226.0,40.643732084834,-73.948824425557,317.0,45.0,82600.0,3119229.0,3051730026.0,BK95
50018050,EAT N' RUN,Jewish/Kosher,Brooklyn,2574,CONEY ISLAND AVE,11223.0,40.594069955619,-73.96087822295999,315.0,47.0,39200.0,3194111.0,3071590150.0,BK25
50018060,THE MARKET,Asian,Brooklyn,372,LAFAYETTE AVE,11238.0,40.688781339759004,-73.960746717114,302.0,35.0,23100.0,3055593.0,3019480030.0,BK69
50018061,TROPICAL PARADISE RESTAURANT & BAKERY,Caribbean,Brooklyn,1250,UTICA AVE,11203.0,40.641775666002005,-73.929328471232,317.0,45.0,84000.0,3106173.0,3047800007.0,BK91
50018064,PEKING EXPRESS,Chinese,Queens,8771,PARSONS BLVD,11432.0,40.707417104379,-73.802607105429,412.0,24.0,44602.0,4208976.0,4097650043.0,QN61
50018078,PHIL-AM KUSINA,Filipino,Staten Island,556,TOMPKINS AVE,10305.0,40.612510408373,-74.07126352417599,501.0,49.0,3600.0,5146753.0,5029760008.0,SI37
50018081,CHECKERS,American,Manhattan,79,W 125TH ST,10027.0,40.807469209208996,-73.944753410647,110.0,9.0,20000.0,1053494.0,1017230001.0,MN11
50018085,EARTH CAFE,American,Manhattan,2580,BROADWAY,10025.0,40.795489815553005,-73.971150123244,107.0,7.0,18300.0,1075313.0,1018697501.0,MN12
50018090,BLVD WINE BAR,American,Queens,4720,CENTER BLVD,11109.0,40.745607740454,-73.957161911357,402.0,26.0,100.0,4000000.0,4000210070.0,QN31
50018095,BURGER KING,Hamburgers,Queens,3712,JUNCTION BLVD,11368.0,40.751078934505,-73.870580005928,403.0,21.0,27300.0,4036657.0,4014840011.0,QN28
50018098,EDEN WOK,Jewish/Kosher,Manhattan,43,E 34TH ST,10016.0,40.747579654039,-73.98251056958901,106.0,2.0,7400.0,1017114.0,1008647501.0,MN17
50018100,MASSERIA DEI VINI,Italian,Manhattan,889,9TH AVE,10019.0,40.768313971894,-73.985432953589,104.0,3.0,13900.0,1026889.0,1010670033.0,MN15
50018105,ADELLA,American,Manhattan,410,W 43RD ST,10036.0,40.759418919240005,-73.992928620024,104.0,3.0,12100.0,1083748.0,1010520001.0,MN15
50018106,ONCE UPON A TART,Café/Coffee/Tea,Manhattan,135,SULLIVAN ST,10012.0,40.726745465222,-74.002121452239,102.0,3.0,4900.0,1008039.0,1005170001.0,MN24
50018111,BROOKLYN BITES,Pizza,Brooklyn,867,NOSTRAND AVE,11225.0,40.666986707862,-73.950760244817,309.0,35.0,31900.0,3033907.0,3012900112.0,BK63
50018117,NEAPOLITAN EXPRESS,Pizza,Manhattan,40,WALL ST,10005.0,40.706617674088996,-74.009875468765,101.0,1.0,700.0,1001018.0,1000430002.0,MN25
50018118,LA LUPE,Mexican,Brooklyn,9,JEFFERSON ST,11206.0,40.697325036519,-73.934902424934,304.0,34.0,38900.0,3071999.0,3031600001.0,BK78
50018121,RANCH RESTAURANT,Caribbean,Bronx,1773,SOUTHERN BLVD,10460.0,40.837743138382,-73.887548155623,203.0,17.0,15500.0,2094581.0,2029400042.0,BX75
50018136,CHEN'S KITCHEN,Chinese,Manhattan,200,DYCKMAN ST,10040.0,40.864879136848,-73.926863356194,112.0,10.0,28700.0,1064228.0,1021750053.0,MN35
50018139,CAFE WHA,American,Manhattan,115,MACDOUGAL ST,10012.0,40.730052926704005,-74.00045101146699,102.0,1.0,6500.0,1008748.0,1005430023.0,MN23
50018140,SENZA GLUTEN,Italian,Manhattan,206,SULLIVAN ST,10012.0,40.729092259501,-74.000191226095,102.0,1.0,6500.0,1008709.0,1005400036.0,MN23
50018144,LEE GOOD TASTE KITCHEN,Chinese,Brooklyn,2686,PITKIN AVE,11208.0,40.675232612608,-73.872995376458,305.0,42.0,119600.0,3095039.0,3042310017.0,BK82
50018145,LA FUENTES STEAKHOUSE,Spanish,Bronx,1306,JEROME AVE,10452.0,40.838261018744,-73.919133506998,204.0,16.0,22101.0,2008025.0,2028390005.0,BX63
50018146,GREGORY'S COFFEE,Café/Coffee/Tea,Manhattan,20,E 40TH ST,10016.0,40.751611378266,-73.98046666359299,105.0,4.0,8200.0,1017599.0,1008690061.0,MN20
50018147,CAFE CLOVER,American,Manhattan,10,DOWNING ST,10014.0,40.729589027438,-74.002825116086,102.0,3.0,6700.0,1008350.0,1005270027.0,MN23
50018149,101 MEAT SHOP,Indian,Queens,11601,101ST AVE,11419.0,40.689274444157,-73.828392614794,409.0,28.0,12000.0,4441339.0,4094510050.0,QN54
50018154,12 CORNERS COFFEE,Café/Coffee/Tea,Manhattan,121,MOTT ST,10013.0,40.718036299893,-73.997005825877,102.0,1.0,4100.0,1003096.0,1002370029.0,MN24
50018155,NO. 1 KITCHEN,Chinese,Bronx,839,PROSPECT AVE,10459.0,40.820060569313,-73.901466497603,201.0,17.0,7700.0,2116639.0,2026770026.0,BX34
50018160,JOE,Café/Coffee/Tea,Manhattan,187,COLUMBUS AVE,10023.0,40.775084548238,-73.980477804397,107.0,6.0,15300.0,1028437.0,1011210001.0,MN14
50018164,CHECKERS,American,Brooklyn,111,COURT ST,11201.0,40.690635006517,-73.991897429237,302.0,33.0,900.0,3002701.0,3002710020.0,BK09
50018171,GOURMET BAGEL SHOPPE,Bagels/Pretzels,Brooklyn,6220,AVENUE U,11234.0,40.615760598909,-73.913342109477,318.0,46.0,69800.0,3238471.0,3084630006.0,BK45
50018204,NEW FRESH WOK,Chinese,Manhattan,1777,1ST AVE,10128.0,40.780557851679994,-73.946696791777,108.0,5.0,15400.0,1050220.0,1015540029.0,MN32
50018211,RON BEN-ISRAEL CAKES,Bakery,Manhattan,247,W 38TH ST,10018.0,40.754085646443,-73.990142732725,105.0,3.0,11300.0,1014476.0,1007880019.0,MN17
50018213,ALBATROSS BAR,American,Queens,3619,24TH AVE,11103.0,40.770384165292,-73.91268162679,401.0,22.0,11700.0,4016234.0,4008190075.0,QN72
50018216,THAI SOUP,Thai,Manhattan,166,E 118TH ST,10035.0,40.799528877168996,-73.939739522863,111.0,8.0,18200.0,1052355.0,1016450044.0,MN34
50018219,JIN RAMEN UWS,Japanese,Manhattan,462,AMSTERDAM AVE,10024.0,40.785280619194005,-73.97678065190699,107.0,6.0,17100.0,1032760.0,1012300030.0,MN12
50018224,MITI MITI TAPERIA,Spanish,Brooklyn,138,5TH AVE,11217.0,40.678671631242,-73.978941435929,306.0,39.0,13100.0,3019165.0,3009430043.0,BK37
50018226,ARMONDO'S ITALIAN RESTAURANT,Italian,Queens,7316,NORTHERN BLVD,11372.0,40.754692635973,-73.893489259462,403.0,25.0,28900.0,4028634.0,4012460006.0,QN28
50018227,TIM HORTONS,Café/Coffee/Tea,Staten Island,1700,RICHMOND AVE,10314.0,40.607026647066995,-74.162402399601,502.0,50.0,29103.0,5000000.0,5021590001.0,SI05
50018238,DEFONTE'S OF BROOKLYN,Sandwiches,Staten Island,95,WATER ST,10304.0,40.627070511832,-74.077021522541,501.0,49.0,2100.0,5013669.0,5005210035.0,SI37
50018245,NEW WORLD STAGES & THE GREEN ROOM,Other,Manhattan,343,W 49TH ST,10019.0,40.762141277958,-73.98769767645601,104.0,3.0,12700.0,1083732.0,1010400050.0,MN15
50018249,LI'L JAYS CAFE,Café/Coffee/Tea,Manhattan,524,W 59TH ST,10019.0,40.770787348849,-73.988533664382,104.0,6.0,14700.0,1027084.0,1010870005.0,MN14
50018252,THE ORIGINAL AMERICAN CHICKEN,American,Queens,7807,37TH AVE,11372.0,40.749376146778005,-73.887849480225,403.0,25.0,28500.0,4029655.0,4012780044.0,QN28
50018258,SABOR DE CUBA,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",Queens,3703,31ST AVE,11103.0,40.762011476223,-73.91854779202501,401.0,22.0,6300.0,4010610.0,4006590107.0,QN70
50018261,TRYON PUBLIC HOUSE,American,Manhattan,4740,BROADWAY,10040.0,40.865093974023,-73.928048985955,112.0,10.0,28700.0,1064226.0,1021750045.0,MN35
50018264,LEGENDS BAR & RESTAURANT,Spanish,Bronx,1735,E 172ND ST,10472.0,40.832514783651,-73.869716322398,209.0,18.0,7600.0,2027726.0,2038730001.0,BX08
50018268,MCDONALD'S,American,Staten Island,1815,FOREST AVE,10303.0,40.625179211220996,-74.149370005093,501.0,49.0,23900.0,5026992.0,5011800006.0,SI12
50018269,CHECKERS,Hamburgers,Manhattan,225,1ST AVE,10003.0,40.730916251552,-73.982882990085,103.0,2.0,4000.0,1006527.0,1004550039.0,MN22
50018271,MOONSTRUCK (IN BELLEVUE),American,Manhattan,462,1ST AVE,10016.0,40.739165956814,-73.976861739039,106.0,4.0,6200.0,1086515.0,1009620100.0,MN20
50018278,NUMBER 1 CHINESE RESTAURANT,Chinese,Brooklyn,2925,AVENUE J,11210.0,40.626702876206004,-73.947551446775,314.0,45.0,75000.0,3206998.0,3075930001.0,BK43
50018286,THE MILL,Soups & Sandwiches,Manhattan,75,VARICK ST,10013.0,40.723210056549,-74.00622692444199,102.0,1.0,3700.0,1002934.0,1002260001.0,MN24
50018288,OOTOYA,Japanese,Manhattan,41,E 11TH ST,10003.0,40.733233905647005,-73.99314790543801,102.0,2.0,6100.0,1009127.0,1005630001.0,MN23
50018300,CAFE R,American,Manhattan,116,W 32ND ST,10001.0,40.74881290184,-73.989472221139,105.0,3.0,10100.0,1015181.0,1008070028.0,MN17
50018303,DUNKIN',Donuts,Manhattan,206,W 104TH ST,10025.0,40.799281956047004,-73.96705262557299,107.0,7.0,19100.0,1056566.0,1018750036.0,MN12
50018312,RETRO BLENDS SMOOTHIE BAR,"Juice, Smoothies, Fruit Salads",Bronx,3524,3RD AVE,10456.0,40.831369695142,-73.905673994373,203.0,16.0,14500.0,2004222.0,2026100001.0,BX01
50018314,NEW GOLDEN EMPIRE CHINESE RESTAURANT,Chinese,Manhattan,757,SAINT NICHOLAS AVE,10031.0,40.826055917227,-73.943321498412,109.0,9.0,23100.0,1061510.0,1020630029.0,MN04
50018316,CAMDEN FOOD EXPRESS,American,Queens,NKA,JFK INTERNATIONAL AIRPORT,11430.0,40.648312826068,-73.788281497594,483.0,28.0,71600.0,4000000.0,4142600001.0,QN98
50018318,MCDONALD'S,Hamburgers,Queens,8814,SPRINGFIELD BLVD,11427.0,40.72954037791,-73.744418821868,413.0,23.0,55200.0,4228862.0,4106790039.0,QN34
50018319,MCDONALD'S,Hamburgers,Manhattan,541,6TH AVE,10011.0,40.737721748881995,-73.996582742342,104.0,3.0,8100.0,1014528.0,1007900037.0,MN13
50018322,PAPA JOHN'S,Pizza,Queens,14714,45TH AVE,11355.0,40.755515139162995,-73.814974499884,407.0,20.0,118900.0,4122815.0,4054300004.0,QN52
50018327,MOOT BAR,American,Brooklyn,579,MYRTLE AVE,11205.0,40.69402941829001,-73.960956377436,303.0,33.0,19100.0,3054658.0,3018960076.0,BK69
50018338,DUNKIN',Donuts,Brooklyn,439,CRESCENT ST,11208.0,40.677911610649,-73.870625201856,305.0,37.0,119000.0,3094312.0,3041980007.0,BK83
50018348,EMPIRE III,Chinese,Manhattan,1902,A C POWELL BLVD,10026.0,40.802642106218,-73.952953156219,110.0,9.0,21800.0,1055237.0,1018310029.0,MN11
50018350,SONS OF THUNDER,American,Manhattan,204,E 38TH ST,10016.0,40.748121945661,-73.97602852936,106.0,4.0,7800.0,1020344.0,1009180055.0,MN20
50018354,FAMOUS FRESH SUPER TACO & GRILL INC,Chinese,Brooklyn,253,AVENUE X,11223.0,40.590184217535,-73.973536285351,315.0,47.0,38600.0,3329380.0,3071730047.0,BK26
50018356,BRICKTOWN BAGELS & CAFE,Bagels/Pretzels,Queens,5106,VERNON BLVD,11101.0,40.741824407336004,-73.954436151804,402.0,26.0,700.0,4000202.0,4000340048.0,QN31
50018380,GROUND-CENTRAL,Café/Coffee/Tea,Manhattan,800,2ND AVE,10017.0,40.750278379373995,-73.971851915755,106.0,4.0,8800.0,1038658.0,1013357501.0,MN19
50018381,THE HOP SHOP,American,Brooklyn,121,COLUMBIA ST,11231.0,40.687355277638,-74.001564905241,306.0,39.0,4700.0,3003584.0,3003190035.0,BK33
50018385,THE UP & UP,American,Manhattan,116,MACDOUGAL ST,10012.0,40.729696105788996,-74.00072522254001,102.0,1.0,6500.0,1008694.0,1005400007.0,MN23
50018388,BAMBINO PIZZA 11,Pizza,Queens,8001,MYRTLE AVE,11385.0,40.702982260229,-73.868095002177,405.0,30.0,63500.0,4093563.0,4038310011.0,QN19
50018393,DOS TOROS,Tex-Mex,Manhattan,295,PARK AVE S,10010.0,40.739944266445,-73.986521768957,105.0,2.0,6800.0,1018011.0,1008780004.0,MN21
50018394,HADI RESTAURANT,Middle Eastern,Brooklyn,683,CONEY ISLAND AVE,11218.0,40.640720113261,-73.9691922744,314.0,40.0,152200.0,3118216.0,3051410143.0,BK42
50018399,SWEET  GENERATION,Bakery,Manhattan,130,1ST AVE,10009.0,40.72742800177,-73.985395022115,103.0,2.0,3200.0,1005819.0,1004350008.0,MN22
50018405,SUBWAY,Sandwiches,Queens,10502,ROCKAWAY BLVD,11417.0,40.678800331621,-73.833961040163,410.0,32.0,86400.0,4247758.0,4114800051.0,QN55
50018409,JUNE,American,Brooklyn,231,COURT ST,11201.0,40.686155667844,-73.994054188614,306.0,33.0,6900.0,3006297.0,3003960006.0,BK38
50018415,BREAD & BUTTER,Delicatessen,Manhattan,14,E 44TH ST,10017.0,40.754460220511,-73.979220575447,105.0,4.0,9400.0,1035361.0,1012780062.0,MN17
50018425,AUX MERVEILLEUX DE FRED,Bakery,Manhattan,37,8TH AVE,10014.0,40.738265192297,-74.004027128587,102.0,3.0,7700.0,1011660.0,1006260044.0,MN23
50018426,GOTAN,Mediterranean,Manhattan,130,FRANKLIN ST,10013.0,40.7191230618,-74.00686146073001,101.0,1.0,3300.0,1002154.0,1001897501.0,MN24
50018428,HAN WONG RESTAURANT,Chinese,Brooklyn,8510,20TH AVE,11214.0,40.605074979949,-73.997777990814,311.0,47.0,28400.0,3165825.0,3063450238.0,BK28
50018434,SEA WOLF,American,Brooklyn,19,WYCKOFF AVE,11237.0,40.706641628872,-73.922965535093,304.0,34.0,44700.0,3072408.0,3031770001.0,BK77
50018440,POPPY'S,American,Brooklyn,189,COLUMBIA ST,11231.0,40.685568414749,-74.002423013902,306.0,39.0,5100.0,3004081.0,3003300009.0,BK33
50018441,VIVA MIS EMPANADAS,Mexican,Queens,13311,CROSSBAY BLVD,11417.0,40.675231516961006,-73.843281985928,410.0,32.0,8600.0,4248035.0,4114910073.0,QN56
50018443,VILLAS LOUNGE 2,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",Manhattan,130,AUDUBON AVE,10032.0,40.842702073137005,-73.936751055228,112.0,10.0,25300.0,1063066.0,1021280015.0,MN36
50018448,NEW PEKING,Chinese,Brooklyn,1137,WASHINGTON AVE,11225.0,40.661163381487,-73.96069454875,309.0,40.0,79801.0,3340288.0,3013270001.0,BK60
50018449,SPRING FISH VILLAGE,Chinese,Queens,13621,41ST AVE,11355.0,40.758671536159,-73.82907945102801,407.0,20.0,85300.0,4113577.0,4050190108.0,QN22
50018450,UNCLE WANG CHINESE FOOD,Chinese,Brooklyn,5723,8TH AVE,11220.0,40.637013034379,-74.00795911922499,312.0,38.0,10400.0,3140159.0,3056930001.0,BK34
